,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
1043,насмешнический,Adj,насмешнический,negative,opinion,
1044,наставительный,Adj,наставительный,negative,opinion,
1045,настойчивость,Adj,настойчивость,positive,opinion,
1046,настойчивый,Adj,настойчивый,positive,opinion,
1047,настоятельный,Adj,настоятельный,neutral,opinion,НАСУЩНЫЙ
1048,настоятельный,Adj,настоятельный,positive,opinion,НАСТОЯТЕЛЬНЫЙ (ОЧЕНЬ НАСТОЙЧИВЫЙ)
1049,настырный,Adj,настырный,negative,opinion,
1050,насупленный,Adj,насупленный,negative,opinion,
1051,насущный,Adj,насущный,positive,opinion,
1052,насыщенный,Adj,насыщенный,positive,opinion,
1053,натужный,Adj,натужный,negative,opinion,
1054,натуральный,Adj,натуральный,positive,opinion,"НАТУРАЛЬНЫЙ,ЕСТЕСТВЕННЫЙ,НЕПРИТВОРНЫЙ"
1055,натянутый,Adj,натянутый,negative,opinion,"НАПРЯЖЕННЫЙ,ПРИНУЖДЕННЫЙ"
1056,нахальный,Adj,нахальный,negative,opinion,
1057,нахмуренный,Adj,нахмуренный,negative,opinion,
1058,находчивый,Adj,находчивый,positive,opinion,
1059,неадекватный,Adj,неадекватный,negative,opinion,
1060,неаккуратный,Adj,неаккуратный,negative,opinion,
1061,неактуальный,Adj,неактуальный,negative,opinion,
1062,неальтернативный,Adj,неальтернативный,negative,opinion,
1063,неаргументированный,Adj,неаргументированный,negative,opinion,
1064,небанальный,Adj,небанальный,positive,opinion,
1065,небедный,Adj,небедный,positive,opinion,
1066,небезвозмездный,Adj,небезвозмездный,negative,opinion,
1067,небезвредный,Adj,небезвредный,negative,opinion,
1068,небезвыгодный,Adj,небезвыгодный,positive,opinion,
1069,небезгрешный,Adj,небезгрешный,negative,opinion,
1070,небездарный,Adj,небездарный,positive,opinion,
1071,небезобидный,Adj,небезобидный,negative,opinion,
1072,небезопасный,Adj,небезопасный,negative,opinion,
1073,небезосновательный,Adj,небезосновательный,positive,opinion,
1074,небезрезультатный,Adj,небезрезультатный,positive,opinion,
1075,небезупречный,Adj,небезупречный,negative,opinion,
1076,небезуспешный,Adj,небезуспешный,positive,opinion,
1077,небезынтересный,Adj,небезынтересный,positive,opinion,
1078,небескорыстный,Adj,небескорыстный,negative,opinion,
1079,небесплодный,Adj,небесплодный,positive,opinion,
1080,небесполезный,Adj,небесполезный,positive,opinion,
1081,небеспочвенный,Adj,небеспочвенный,positive,opinion,
1082,небеспристрастный,Adj,небеспристрастный,negative,opinion,
1083,небесспорный,Adj,небесспорный,negative,opinion,
1084,небесталанный,Adj,небесталанный,positive,opinion,
1085,неблаговидный,Adj,неблаговидный,negative,opinion,
1086,неблагодарный,Adj,неблагодарный,negative,opinion,
1087,неблагозвучный,Adj,неблагозвучный,negative,opinion,
1088,неблагополучный,Adj,неблагополучный,negative,opinion,
1089,неблагопристойный,Adj,неблагопристойный,negative,opinion,
1090,неблагоприятный,Adj,неблагоприятный,negative,opinion,
1091,неблагоразумный,Adj,неблагоразумный,negative,opinion,
1092,неблизкий,Adj,неблизкий,negative,opinion,"ЧУЖДЫЙ,ДАЛЕКИЙ"
1093,неблизкий,Adj,неблизкий,neutral,opinion,ДАЛЕКИЙ ПО ВРЕМЕНИ
1094,неблизкий,Adj,неблизкий,neutral,opinion,ДАЛЕКИЙ ПО РАССТОЯНИЮ
1095,небольной,Adj,небольной,positive,opinion,
1096,небрежный,Adj,небрежный,negative,opinion,
1097,неважнецкий,Adj,неважнецкий,negative,opinion,
1098,неважный,Adj,неважный,negative,opinion,
1099,невежественный,Adj,невежественный,negative,opinion,
1100,невежливый,Adj,невежливый,negative,opinion,
1101,невезучий,Adj,невезучий,negative,opinion,
1102,неверный,Adj,неверный,negative,opinion,
1103,невеселый,Adj,невеселый,negative,opinion,
1104,невзрачный,Adj,невзрачный,negative,opinion,
1105,невиданный,Adj,невиданный,positive,opinion,
1106,невинный,Adj,невинный,positive,opinion,
1107,невиноватый,Adj,невиноватый,positive,opinion,
1108,невиновный,Adj,невиновный,positive,opinion,
1109,невменяемый,Adj,невменяемый,negative,opinion,
1110,невнимательный,Adj,невнимательный,negative,opinion,
1111,невнятный,Adj,невнятный,negative,opinion,
1112,невозбранный,Adj,невозбранный,positive,opinion,
1113,невозбраняемый,Adj,невозбраняемый,positive,opinion,
1114,невозможный,Adj,невозможный,negative,opinion,
1115,невозмутимый,Adj,невозмутимый,negative,opinion,
1116,невоспитанный,Adj,невоспитанный,negative,opinion,
1117,невосполнимый,Adj,невосполнимый,negative,opinion,
1118,невостребованный,Adj,невостребованный,negative,opinion,
1119,невразумительный,Adj,невразумительный,negative,opinion,
1120,неврастенический,Adj,неврастенический,negative,opinion,
1121,невыгодный,Adj,невыгодный,negative,opinion,
1122,невыносимый,Adj,невыносимый,negative,opinion,
1123,невыполнимый,Adj,невыполнимый,negative,opinion,
1124,невыразительный,Adj,невыразительный,negative,opinion,
1125,невыясненный,Adj,невыясненный,negative,opinion,
1126,негативный,Adj,негативный,negative,opinion,ОТРИЦАТЕЛЬНАЯ ОЦЕНКА
1127,неглубокий,Adj,неглубокий,negative,opinion,"ПОВЕРХНОСТНЫЙ,НЕГЛУБОКИЙ"
1128,неглубокий,Adj,неглубокий,neutral,opinion,МЕЛКИЙ ПО ГЛУБИНЕ
1129,неглубокий,Adj,неглубокий,neutral,opinion,"НЕГЛУБОКИЙ,БЛИЗКИЙ К ПОВЕРХНОСТИ"
1130,неглупый,Adj,неглупый,positive,opinion,
1131,негодный,Adj,негодный,negative,opinion,
1132,негодяйский,Adj,негодяйский,negative,opinion,
1133,негожий,Adj,негожий,negative,opinion,
1134,неголодный,Adj,неголодный,positive,opinion,
1135,неграмотный,Adj,неграмотный,negative,opinion,БЕЗГРАМОТНЫЙ (ОШИБОЧНЫЙ)
1136,неграмотный,Adj,неграмотный,negative,opinion,"НЕГРАМОТНЫЙ,НЕКОМПЕТЕНТНЫЙ"
1137,негуманный,Adj,негуманный,negative,opinion,
1138,недалекий,Adj,недалекий,negative,opinion,"ГЛУПЫЙ,НЕДАЛЕКИЙ"
1139,недалекий,Adj,недалекий,neutral,opinion,БЛИЗКИЙ ПО ВРЕМЕНИ
1140,недалекий,Adj,недалекий,neutral,opinion,БЛИЗКИЙ ПО РАССТОЯНИЮ
1141,недалекий,Adj,недалекий,neutral,opinion,БЛИЗОСТЬ (СХОДСТВО)
1142,недальновидный,Adj,недальновидный,negative,opinion,
1143,недееспособный,Adj,недееспособный,negative,opinion,
1144,недешевый,Adj,недешевый,negative,opinion,
1145,недисциплинированный,Adj,недисциплинированный,negative,opinion,
1146,недобровольный,Adj,недобровольный,negative,opinion,
1147,недоброкачественный,Adj,недоброкачественный,negative,opinion,НИЗКОКАЧЕСТВЕННЫЙ
1148,недобросовестный,Adj,недобросовестный,negative,opinion,
1149,недобрый,Adj,недобрый,negative,opinion,
1150,недоверчивый,Adj,недоверчивый,negative,opinion,
1151,недовольный,Adj,недовольный,negative,opinion,
1152,недозволенный,Adj,недозволенный,negative,opinion,
1153,недозрелый,Adj,недозрелый,negative,opinion,
1154,недопонятый,Adj,недопонятый,negative,opinion,
1155,недопустимый,Adj,недопустимый,negative,opinion,
1156,недоработанный,Adj,недоработанный,negative,opinion,
1157,недоразвитый,Adj,недоразвитый,negative,opinion,
1158,недорогой,Adj,недорогой,positive,opinion,
1159,недостаточный,Adj,недостаточный,negative,opinion,
1160,недостижимый,Adj,недостижимый,negative,opinion,
1161,недостойный,Adj,недостойный,negative,opinion,
1162,недосягаемый,Adj,недосягаемый,negative,opinion,
1163,недотепистый,Adj,недотепистый,negative,opinion,
1164,недоуменный,Adj,недоуменный,negative,opinion,
1165,недурен,Adj,недурной,positive,opinion,
1166,недурной,Adj,недурной,positive,opinion,
1167,недюжинный,Adj,недюжинный,positive,opinion,
1168,неестественный,Adj,неестественный,negative,opinion,
1169,нежадный,Adj,нежадный,positive,opinion,
1170,нежаркий,Adj,нежаркий,neutral,opinion,
1171,нежелательный,Adj,нежелательный,negative,opinion,
1172,нежизненный,Adj,нежизненный,negative,opinion,
1173,нежирный,Adj,нежирный,neutral,opinion,"НЕЖИРНЫЙ,МАЛОЖИРНЫЙ"
1174,нежирный,Adj,нежирный,positive,opinion,"ХУДОЙ,НЕТОЛСТЫЙ"
